id,kanji,yomi,flag_1年生,flag_2年生,flag_3年生,flag_4年生,flag_5年生,flag_6年生,flag_BLEACH,flag_四字熟語,flag_難読,flag_地名,flag_ファントムシータ,note
1022,段落,だんらく,,,,,,1,,,,,,基本語
1023,暖房,だんぼう,,,,,,1,,,,,,基本語
1024,値段,ねだん,,,,,,1,,,,,,基本語
1025,宙返り,ちゅうがえり,,,,,,1,,,,,,基本語
1026,忠実,ちゅうじつ,,,,,,1,,,,,,基本語
1027,著者,ちょしゃ,,,,,,1,,,,,,基本語
1028,庁舎,ちょうしゃ,,,,,,1,,,,,,基本語
1029,頂点,ちょうてん,,,,,,1,,,,,,基本語
1030,潮流,ちょうりゅう,,,,,,1,,,,,,基本語
1031,賃金,ちんぎん,,,,,,1,,,,,,基本語
1032,痛快,つうかい,,,,,,1,,,,,,基本語
1033,展開,てんかい,,,,,,1,,,,,,基本語
1034,討論,とうろん,,,,,,1,,,,,,基本語
1035,党員,とういん,,,,,,1,,,,,,基本語
1036,糖分,とうぶん,,,,,,1,,,,,,基本語
1037,届出,とどけで,,,,,,1,,,,,,基本語
1038,難題,なんだい,,,,,,1,,,,,,基本語
1039,乳酸,にゅうさん,,,,,,1,,,,,,基本語
1040,認証,にんしょう,,,,,,1,,,,,,基本語
1041,納品,のうひん,,,,,,1,,,,,,基本語
1042,脳内,のうない,,,,,,1,,,,,,基本語
1043,派遣,はけん,,,,,,1,,,,,,基本語
1044,拝見,はいけん,,,,,,1,,,,,,基本語
1045,背骨,せぼね,,,,,,1,,,,,,基本語
1046,肺活量,はいかつりょう,,,,,,1,,,,,,基本語
1047,俳句,はいく,,,,,,1,,,,,,基本語
1048,班長,はんちょう,,,,,,1,,,,,,基本語
1049,晩年,ばんねん,,,,,,1,,,,,,基本語
1050,否定,ひてい,,,,,,1,,,,,,基本語
1051,批判,ひはん,,,,,,1,,,,,,基本語
1052,秘伝,ひでん,,,,,,1,,,,,,基本語
1053,腹痛,ふくつう,,,,,,1,,,,,,基本語
1054,奮闘,ふんとう,,,,,,1,,,,,,基本語
1055,並列,へいれつ,,,,,,1,,,,,,基本語
1056,陛下,へいか,,,,,,1,,,,,,基本語
1057,閉店,へいてん,,,,,,1,,,,,,基本語
1058,片方,かたほう,,,,,,1,,,,,,基本語
1059,補助,ほじょ,,,,,,1,,,,,,基本語
1060,暮色,ぼしょく,,,,,,1,,,,,,基本語
1061,宝石,ほうせき,,,,,,1,,,,,,基本語
1062,訪問,ほうもん,,,,,,1,,,,,,基本語
1063,亡命,ぼうめい,,,,,,1,,,,,,基本語
1064,忘年会,ぼうねんかい,,,,,,1,,,,,,基本語
1065,棒線,ぼうせん,,,,,,1,,,,,,基本語
1066,枚数,まいすう,,,,,,1,,,,,,基本語
1067,幕府,ばくふ,,,,,,1,,,,,,基本語
1068,密室,みっしつ,,,,,,1,,,,,,基本語
1069,盟友,めいゆう,,,,,,1,,,,,,基本語
1070,模様,もよう,,,,,,1,,,,,,基本語
1071,訳文,やくぶん,,,,,,1,,,,,,基本語
1072,郵便,ゆうびん,,,,,,1,,,,,,基本語
1073,優先,ゆうせん,,,,,,1,,,,,,基本語
1074,幼児,ようじ,,,,,,1,,,,,,基本語
1075,欲望,よくぼう,,,,,,1,,,,,,基本語
1076,翌日,よくじつ,,,,,,1,,,,,,基本語
1077,乱数,らんすう,,,,,,1,,,,,,基本語
1078,卵黄,らんおう,,,,,,1,,,,,,基本語
1079,覧表,らんひょう,,,,,,1,,,,,,基本語
1080,裏面,りめん,,,,,,1,,,,,,基本語
1081,律令,りつりょう,,,,,,1,,,,,,基本語
1082,臨時,りんじ,,,,,,1,,,,,,基本語
1083,朗読,ろうどく,,,,,,1,,,,,,基本語
1084,論理,ろんり,,,,,,1,,,,,,基本語
1085,死神,しにがみ,,,,,,,1,,,,,BLEACH
1086,斬魄刀,ざんぱくとう,,,,,,,1,,,,,BLEACH
1087,卍解,ばんかい,,,,,,,1,,,,,BLEACH
1088,始解,しかい,,,,,,,1,,,,,BLEACH
1089,虚,ほろう,,,,,,,1,,,,,BLEACH
1090,破面,あらんかる,,,,,,,1,,,,,BLEACH
1091,仮面の軍勢,ゔぁいざーど,,,,,,,1,,,,,BLEACH
1092,滅却師,くいんしー,,,,,,,1,,,,,BLEACH
1093,尸魂界,そうるそさえてぃ,,,,,,,1,,,,,BLEACH
1094,現世,げんせ,,,,,,,1,,,,,BLEACH
1095,霊圧,れいあつ,,,,,,,1,,,,,BLEACH
1096,霊力,れいりょく,,,,,,,1,,,,,BLEACH
1097,護廷十三隊,ごていじゅうさんたい,,,,,,,1,,,,,BLEACH
1098,瀞霊廷,せいれいてい,,,,,,,1,,,,,BLEACH
1099,流魂街,るこんがい,,,,,,,1,,,,,BLEACH
1100,双殛,そうきょく,,,,,,,1,,,,,BLEACH
1101,鬼道,きどう,,,,,,,1,,,,,BLEACH
1102,縛道,ばくどう,,,,,,,1,,,,,BLEACH
1103,破道,はどう,,,,,,,1,,,,,BLEACH
1104,黒崎一護,くろさきいちご,,,,,,,1,,,,,BLEACH
1105,朽木ルキア,くちきるきあ,,,,,,,1,,,,,BLEACH
1106,井上織姫,いのうえおりひめ,,,,,,,1,,,,,BLEACH
1107,石田雨竜,いしだうりゅう,,,,,,,1,,,,,BLEACH
1108,茶渡泰虎,さどやすとら,,,,,,,1,,,,,BLEACH
1109,阿散井恋次,あばらいれんじ,,,,,,,1,,,,,BLEACH
1110,朽木白哉,くちきびゃくや,,,,,,,1,,,,,BLEACH
1111,更木剣八,ざらきけんぱち,,,,,,,1,,,,,BLEACH
1112,日番谷冬獅郎,ひつがやとうしろう,,,,,,,1,,,,,BLEACH
1113,松本乱菊,まつもとらんぎく,,,,,,,1,,,,,BLEACH
1114,藍染惣右介,あいぜんそうすけ,,,,,,,1,,,,,BLEACH
1115,市丸ギン,いちまるぎん,,,,,,,1,,,,,BLEACH
1116,東仙要,とうせんかなめ,,,,,,,1,,,,,BLEACH
1117,浦原喜助,うらはらきすけ,,,,,,,1,,,,,BLEACH
1118,四楓院夜一,しほういんよるいち,,,,,,,1,,,,,BLEACH
1119,山本元柳斎重國,やまもとげんりゅうさいしげくに,,,,,,,1,,,,,BLEACH
1120,京楽春水,きょうらくしゅんすい,,,,,,,1,,,,,BLEACH
1121,浮竹十四郎,うきたけじゅうしろう,,,,,,,1,,,,,BLEACH
1122,砕蜂,そいふぉん,,,,,,,1,,,,,BLEACH
1123,涅マユリ,くろつちまゆり,,,,,,,1,,,,,BLEACH
1124,卯ノ花烈,うのはなれつ,,,,,,,1,,,,,BLEACH
1125,狛村左陣,こまむらさじん,,,,,,,1,,,,,BLEACH
1126,平子真子,ひらこしんじ,,,,,,,1,,,,,BLEACH
1127,猿柿ひよ里,さるがきひより,,,,,,,1,,,,,BLEACH
1128,雛森桃,ひなもりもも,,,,,,,1,,,,,BLEACH
1129,吉良イヅル,きらいづる,,,,,,,1,,,,,BLEACH
1130,伊勢七緒,いせななお,,,,,,,1,,,,,BLEACH
1131,斑目一角,まだらめいっかく,,,,,,,1,,,,,BLEACH
1132,綾瀬川弓親,あやせがわゆみちか,,,,,,,1,,,,,BLEACH
1133,檜佐木修兵,ひさぎしゅうへい,,,,,,,1,,,,,BLEACH
1134,草鹿やちる,くさじしやちる,,,,,,,1,,,,,BLEACH
1135,涅ネム,くろつちねむ,,,,,,,1,,,,,BLEACH
1136,虎徹勇音,こてついさね,,,,,,,1,,,,,BLEACH
1137,虎徹清音,こてつきよね,,,,,,,1,,,,,BLEACH
1138,雀部長次郎,ささきべちょうじろう,,,,,,,1,,,,,BLEACH
1139,大前田希千代,おおまえだまれちよ,,,,,,,1,,,,,BLEACH
1140,天鎖斬月,てんさざんげつ,,,,,,,1,,,,,BLEACH
1141,斬月,ざんげつ,,,,,,,1,,,,,BLEACH
1142,袖白雪,そでのしらゆき,,,,,,,1,,,,,BLEACH
1143,千本桜,せんぼんざくら,,,,,,,1,,,,,BLEACH
1144,蛇尾丸,ざびまる,,,,,,,1,,,,,BLEACH
1145,氷輪丸,ひょうりんまる,,,,,,,1,,,,,BLEACH
1146,灰猫,はいねこ,,,,,,,1,,,,,BLEACH
1147,鏡花水月,きょうかすいげつ,,,,,,,1,,,,,BLEACH
1148,神鎗,しんそう,,,,,,,1,,,,,BLEACH
1149,清虫,すずむし,,,,,,,1,,,,,BLEACH
1150,紅姫,べにひめ,,,,,,,1,,,,,BLEACH
1151,雀蜂,すずめばち,,,,,,,1,,,,,BLEACH
1152,肉雫唼,みなづき,,,,,,,1,,,,,BLEACH
1153,疋殺地蔵,あしそぎじぞう,,,,,,,1,,,,,BLEACH
1154,侘助,わびすけ,,,,,,,1,,,,,BLEACH
1155,飛梅,とびうめ,,,,,,,1,,,,,BLEACH
1156,千本桜景厳,せんぼんざくらかげよし,,,,,,,1,,,,,BLEACH
1157,大紅蓮氷輪丸,だいぐれんひょうりんまる,,,,,,,1,,,,,BLEACH
1158,双魚理,そうぎょのことわり,,,,,,,1,,,,,BLEACH
1159,花天狂骨,かてんきょうこつ,,,,,,,1,,,,,BLEACH
1160,劈烏,つんざきがらす,,,,,,,1,,,,,BLEACH
1161,王悦,おうえつ,,,,,,,1,,,,,BLEACH
1162,麒麟寺天示郎,きりんじてんじろう,,,,,,,1,,,,,BLEACH
1163,曳舟桐生,ひきふねきりお,,,,,,,1,,,,,BLEACH
1164,修多羅千手丸,しゅたらせんじゅまる,,,,,,,1,,,,,BLEACH
1165,兵主部一兵衛,ひょうすべいちべえ,,,,,,,1,,,,,BLEACH
1166,友哈巴赫,ゆーはばっは,,,,,,,1,,,,,BLEACH
1167,石田宗弦,いしだそうけん,,,,,,,1,,,,,BLEACH
1168,石田竜弦,いしだりゅうけん,,,,,,,1,,,,,BLEACH
1169,黒崎真咲,くろさきまさき,,,,,,,1,,,,,BLEACH
1170,黒崎一心,くろさきいっしん,,,,,,,1,,,,,BLEACH
1171,有沢竜貴,ありさわたつき,,,,,,,1,,,,,BLEACH
1172,浅野啓吾,あさのけいご,,,,,,,1,,,,,BLEACH
1173,小島水色,こじまみずいろ,,,,,,,1,,,,,BLEACH
1174,浦原商店,うらはらしょうてん,,,,,,,1,,,,,BLEACH
1175,一期一会,いちごいちえ,,,,,,,,1,,,,四字熟語
1176,一石二鳥,いっせきにちょう,,,,,,,,1,,,,四字熟語
1177,一朝一夕,いっちょういっせき,,,,,,,,1,,,,四字熟語
1178,一進一退,いっしんいったい,,,,,,,,1,,,,四字熟語
1179,一心同体,いっしんどうたい,,,,,,,,1,,,,四字熟語
1180,一生懸命,いっしょうけんめい,,,,,,,,1,,,,四字熟語
1181,一長一短,いっちょういったん,,,,,,,,1,,,,四字熟語
1182,一刀両断,いっとうりょうだん,,,,,,,,1,,,,四字熟語
1183,一網打尽,いちもうだじん,,,,,,,,1,,,,四字熟語
1184,一目瞭然,いちもくりょうぜん,,,,,,,,1,,,,四字熟語
1185,右往左往,うおうさおう,,,,,,,,1,,,,四字熟語
1186,温故知新,おんこちしん,,,,,,,,1,,,,四字熟語
1187,我田引水,がでんいんすい,,,,,,,,1,,,,四字熟語
1188,起承転結,きしょうてんけつ,,,,,,,,1,,,,四字熟語
1189,喜怒哀楽,きどあいらく,,,,,,,,1,,,,四字熟語
1190,危機一髪,ききいっぱつ,,,,,,,,1,,,,四字熟語
1191,疑心暗鬼,ぎしんあんき,,,,,,,,1,,,,四字熟語
1192,九死一生,きゅうしいっしょう,,,,,,,,1,,,,四字熟語
1193,空前絶後,くうぜんぜつご,,,,,,,,1,,,,四字熟語
1194,公明正大,こうめいせいだい,,,,,,,,1,,,,四字熟語
1195,公私混同,こうしこんどう,,,,,,,,1,,,,四字熟語
1196,五里霧中,ごりむちゅう,,,,,,,,1,,,,四字熟語
1197,三寒四温,さんかんしおん,,,,,,,,1,,,,四字熟語
1198,三者三様,さんしゃさんよう,,,,,,,,1,,,,四字熟語
1199,三日坊主,みっかぼうず,,,,,,,,1,,,,四字熟語
1200,自画自賛,じがじさん,,,,,,,,1,,,,四字熟語
1201,自業自得,じごうじとく,,,,,,,,1,,,,四字熟語
1202,自問自答,じもんじとう,,,,,,,,1,,,,四字熟語
1203,七転八起,しちてんはっき|ななころびやおき,,,,,,,,1,,,,四字熟語
1204,七転八倒,しちてんばっとう,,,,,,,,1,,,,四字熟語
1205,弱肉強食,じゃくにくきょうしょく,,,,,,,,1,,,,四字熟語
1206,首尾一貫,しゅびいっかん,,,,,,,,1,,,,四字熟語
1207,順風満帆,じゅんぷうまんぱん,,,,,,,,1,,,,四字熟語
1208,十人十色,じゅうにんといろ,,,,,,,,1,,,,四字熟語
1209,十中八九,じっちゅうはっく|じゅっちゅうはっく,,,,,,,,1,,,,四字熟語
1210,縦横無尽,じゅうおうむじん,,,,,,,,1,,,,四字熟語
1211,試行錯誤,しこうさくご,,,,,,,,1,,,,四字熟語
1212,心機一転,しんきいってん,,,,,,,,1,,,,四字熟語
1213,森羅万象,しんらばんしょう,,,,,,,,1,,,,四字熟語
1214,晴耕雨読,せいこううどく,,,,,,,,1,,,,四字熟語
1215,絶体絶命,ぜったいぜつめい,,,,,,,,1,,,,四字熟語
1216,前代未聞,ぜんだいみもん,,,,,,,,1,,,,四字熟語
1217,千載一遇,せんざいいちぐう,,,,,,,,1,,,,四字熟語
1218,大器晩成,たいきばんせい,,,,,,,,1,,,,四字熟語
1219,単刀直入,たんとうちょくにゅう,,,,,,,,1,,,,四字熟語
1220,電光石火,でんこうせっか,,,,,,,,1,,,,四字熟語
1221,東奔西走,とうほんせいそう,,,,,,,,1,,,,四字熟語
1222,日進月歩,にっしんげっぽ,,,,,,,,1,,,,四字熟語
1223,馬耳東風,ばじとうふう,,,,,,,,1,,,,四字熟語
1224,百発百中,ひゃっぱつひゃくちゅう,,,,,,,,1,,,,四字熟語
1225,不言実行,ふげんじっこう,,,,,,,,1,,,,四字熟語
1226,無我夢中,むがむちゅう,,,,,,,,1,,,,四字熟語
1227,油断大敵,ゆだんたいてき,,,,,,,,1,,,,四字熟語
1228,臨機応変,りんきおうへん,,,,,,,,1,,,,四字熟語
1229,因果応報,いんがおうほう,,,,,,,,1,,,,四字熟語
1230,完全無欠,かんぜんむけつ,,,,,,,,1,,,,四字熟語
1231,乾坤一擲,けんこんいってき,,,,,,,,1,,,,四字熟語
1232,行雲流水,こううんりゅうすい,,,,,,,,1,,,,四字熟語
1233,才色兼備,さいしょくけんび,,,,,,,,1,,,,四字熟語
1234,弱冠二十,じゃっかんはたち,,,,,,,,1,,,,四字熟語
1235,取捨選択,しゅしゃせんたく,,,,,,,,1,,,,四字熟語
1236,誠心誠意,せいしんせいい,,,,,,,,1,,,,四字熟語
1237,大同小異,だいどうしょうい,,,,,,,,1,,,,四字熟語
1238,適材適所,てきざいてきしょ,,,,,,,,1,,,,四字熟語
1239,二束三文,にそくさんもん,,,,,,,,1,,,,四字熟語
1240,八方美人,はっぽうびじん,,,,,,,,1,,,,四字熟語
1241,半信半疑,はんしんはんぎ,,,,,,,,1,,,,四字熟語
1242,品行方正,ひんこうほうせい,,,,,,,,1,,,,四字熟語
1243,不眠不休,ふみんふきゅう,,,,,,,,1,,,,四字熟語
1244,名誉挽回,めいよばんかい,,,,,,,,1,,,,四字熟語
1245,優柔不断,ゆうじゅうふだん,,,,,,,,1,,,,四字熟語
1246,用意周到,よういしゅうとう,,,,,,,,1,,,,四字熟語
1247,竜頭蛇尾,りゅうとうだび,,,,,,,,1,,,,四字熟語
1248,和洋折衷,わようせっちゅう,,,,,,,,1,,,,四字熟語
1249,阿鼻叫喚,あびきょうかん,,,,,,,,1,,,,四字熟語
1250,暗中模索,あんちゅうもさく,,,,,,,,1,,,,四字熟語
1251,意気投合,いきとうごう,,,,,,,,1,,,,四字熟語
1252,異口同音,いくどうおん,,,,,,,,1,,,,四字熟語
1253,以心伝心,いしんでんしん,,,,,,,,1,,,,四字熟語
1254,一喜一憂,いっきいちゆう,,,,,,,,1,,,,四字熟語
1255,一挙一動,いっきょいちどう,,,,,,,,1,,,,四字熟語
1256,一触即発,いっしょくそくはつ,,,,,,,,1,,,,四字熟語
1257,一知半解,いっちはんかい,,,,,,,,1,,,,四字熟語
1258,一部始終,いちぶしじゅう,,,,,,,,1,,,,四字熟語
1259,有為転変,ういてんぺん,,,,,,,,1,,,,四字熟語
1260,栄枯盛衰,えいこせいすい,,,,,,,,1,,,,四字熟語
1261,岡目八目,おかめはちもく,,,,,,,,1,,,,四字熟語
1262,画竜点睛,がりょうてんせい,,,,,,,,1,,,,四字熟語
1263,奇想天外,きそうてんがい,,,,,,,,1,,,,四字熟語
1264,旧態依然,きゅうたいいぜん,,,,,,,,1,,,,四字熟語
1265,玉石混交,ぎょくせきこんこう,,,,,,,,1,,,,四字熟語
1266,群雄割拠,ぐんゆうかっきょ,,,,,,,,1,,,,四字熟語
1267,古今東西,ここんとうざい,,,,,,,,1,,,,四字熟語
1268,呉越同舟,ごえつどうしゅう,,,,,,,,1,,,,四字熟語
1269,三位一体,さんみいったい,,,,,,,,1,,,,四字熟語
1270,四苦八苦,しくはっく,,,,,,,,1,,,,四字熟語
1271,四面楚歌,しめんそか,,,,,,,,1,,,,四字熟語
1272,針小棒大,しんしょうぼうだい,,,,,,,,1,,,,四字熟語
1273,切磋琢磨,せっさたくま,,,,,,,,1,,,,四字熟語
1274,創意工夫,そういくふう,,,,,,,,1,,,,四字熟語
1275,朝令暮改,ちょうれいぼかい,,,,,,,,1,,,,四字熟語
1276,適者生存,てきしゃせいぞん,,,,,,,,1,,,,四字熟語
1277,二律背反,にりつはいはん,,,,,,,,1,,,,四字熟語
1278,破顔一笑,はがんいっしょう,,,,,,,,1,,,,四字熟語
1279,不易流行,ふえきりゅうこう,,,,,,,,1,,,,四字熟語
1280,無病息災,むびょうそくさい,,,,,,,,1,,,,四字熟語
1281,明鏡止水,めいきょうしすい,,,,,,,,1,,,,四字熟語
1282,門外不出,もんがいふしゅつ,,,,,,,,1,,,,四字熟語
1283,為替,かわせ,,,,,,,,,1,,,難読
1284,五月雨,さみだれ,,,,,,,,,1,,,難読
1285,時雨,しぐれ,,,,,,,,,1,,,難読
1286,紅葉,もみじ|こうよう,,,,,,,,,1,,,難読
1287,吹雪,ふぶき,,,,,,,,,1,,,難読
1288,雪崩,なだれ,,,,,,,,,1,,,難読
1289,海女,あま,,,,,,,,,1,,,難読
1290,田舎,いなか,,,,,,,,,1,,,難読
1291,土産,みやげ,,,,,,,,,1,,,難読
1292,眼鏡,めがね,,,,,,,,,1,,,難読
1293,浴衣,ゆかた,,,,,,,,,1,,,難読
1294,玄人,くろうと,,,,,,,,,1,,,難読
1295,素人,しろうと,,,,,,,,,1,,,難読
1296,仲人,なこうど,,,,,,,,,1,,,難読
1297,一昨日,おととい,,,,,,,,,1,,,難読
1298,明後日,あさって,,,,,,,,,1,,,難読
1299,今日,きょう,,,,,,,,,1,,,難読
1300,明日,あした|あす,,,,,,,,,1,,,難読
1301,昨日,きのう,,,,,,,,,1,,,難読
1302,七夕,たなばた,,,,,,,,,1,,,難読
1303,流石,さすが,,,,,,,,,1,,,難読
1304,五月蠅い,うるさい,,,,,,,,,1,,,難読
1305,可愛い,かわいい,,,,,,,,,1,,,難読
1306,美味しい,おいしい,,,,,,,,,1,,,難読
1307,煙草,たばこ,,,,,,,,,1,,,難読
1308,土筆,つくし,,,,,,,,,1,,,難読
1309,向日葵,ひまわり,,,,,,,,,1,,,難読
1310,蒲公英,たんぽぽ,,,,,,,,,1,,,難読
1311,秋刀魚,さんま,,,,,,,,,1,,,難読
1312,海老,えび,,,,,,,,,1,,,難読
1313,烏賊,いか,,,,,,,,,1,,,難読
1314,蛸,たこ,,,,,,,,,1,,,難読
1315,鰯,いわし,,,,,,,,,1,,,難読
1316,鯖,さば,,,,,,,,,1,,,難読
1317,鮭,さけ|しゃけ,,,,,,,,,1,,,難読
1318,鯨,くじら,,,,,,,,,1,,,難読
1319,鰻,うなぎ,,,,,,,,,1,,,難読
1320,鰹,かつお,,,,,,,,,1,,,難読
1321,鯛,たい,,,,,,,,,1,,,難読
1322,鯉,こい,,,,,,,,,1,,,難読
1323,鮎,あゆ,,,,,,,,,1,,,難読
1324,牡蠣,かき,,,,,,,,,1,,,難読
1325,蜻蛉,とんぼ,,,,,,,,,1,,,難読
1326,蝸牛,かたつむり,,,,,,,,,1,,,難読
1327,蜘蛛,くも,,,,,,,,,1,,,難読
1328,蟋蟀,こおろぎ,,,,,,,,,1,,,難読
1329,百足,むかで,,,,,,,,,1,,,難読
1330,兎,うさぎ,,,,,,,,,1,,,難読
1331,狐,きつね,,,,,,,,,1,,,難読
1332,狸,たぬき,,,,,,,,,1,,,難読
1333,蝙蝠,こうもり,,,,,,,,,1,,,難読
1334,河馬,かば,,,,,,,,,1,,,難読
1335,海豚,いるか,,,,,,,,,1,,,難読
1336,海豹,あざらし,,,,,,,,,1,,,難読
1337,馴鹿,となかい,,,,,,,,,1,,,難読
1338,駱駝,らくだ,,,,,,,,,1,,,難読
1339,百舌鳥,もず,,,,,,,,,1,,,難読
1340,雲雀,ひばり,,,,,,,,,1,,,難読
1341,時鳥,ほととぎす,,,,,,,,,1,,,難読
1342,啄木鳥,きつつき,,,,,,,,,1,,,難読
1343,梟,ふくろう,,,,,,,,,1,,,難読
1344,烏,からす,,,,,,,,,1,,,難読
1345,鶯,うぐいす,,,,,,,,,1,,,難読
1346,燕,つばめ,,,,,,,,,1,,,難読
1347,雉,きじ,,,,,,,,,1,,,難読
1348,鳩,はと,,,,,,,,,1,,,難読
1349,雀,すずめ,,,,,,,,,1,,,難読
1350,蚯蚓,みみず,,,,,,,,,1,,,難読
1351,蜥蜴,とかげ,,,,,,,,,1,,,難読
1352,蝮,まむし,,,,,,,,,1,,,難読
1353,蛙,かえる,,,,,,,,,1,,,難読
1354,蟹,かに,,,,,,,,,1,,,難読
1355,栗鼠,りす,,,,,,,,,1,,,難読
1356,土竜,もぐら,,,,,,,,,1,,,難読
1357,山羊,やぎ,,,,,,,,,1,,,難読
1358,海鼠,なまこ,,,,,,,,,1,,,難読
1359,海月,くらげ,,,,,,,,,1,,,難読
1360,海星,ひとで,,,,,,,,,1,,,難読
1361,水母,くらげ,,,,,,,,,1,,,難読
1362,羊歯,しだ,,,,,,,,,1,,,難読
1363,馬酔木,あせび,,,,,,,,,1,,,難読
1364,紫陽花,あじさい,,,,,,,,,1,,,難読
1365,石榴,ざくろ,,,,,,,,,1,,,難読
1366,檸檬,れもん,,,,,,,,,1,,,難読
1367,林檎,りんご,,,,,,,,,1,,,難読
1368,葡萄,ぶどう,,,,,,,,,1,,,難読
1369,無花果,いちじく,,,,,,,,,1,,,難読
1370,西瓜,すいか,,,,,,,,,1,,,難読
1371,南瓜,かぼちゃ,,,,,,,,,1,,,難読
1372,胡瓜,きゅうり,,,,,,,,,1,,,難読
1373,茄子,なす,,,,,,,,,1,,,難読
1374,牛蒡,ごぼう,,,,,,,,,1,,,難読
1375,人参,にんじん,,,,,,,,,1,,,難読
1376,大蒜,にんにく,,,,,,,,,1,,,難読
1377,生姜,しょうが,,,,,,,,,1,,,難読
1378,山葵,わさび,,,,,,,,,1,,,難読
1379,北海道,ほっかいどう,,,,,,,,,,1,,地名
1380,青森,あおもり,,,,,,,,,,1,,地名
1381,岩手,いわて,,,,,,,,,,1,,地名
1382,秋田,あきた,,,,,,,,,,1,,地名
1383,山形,やまがた,,,,,,,,,,1,,地名
1384,福島,ふくしま,,,,,,,,,,1,,地名
1385,栃木,とちぎ,,,,,,,,,,1,,地名
1386,群馬,ぐんま,,,,,,,,,,1,,地名
1387,埼玉,さいたま,,,,,,,,,,1,,地名
1388,千葉,ちば,,,,,,,,,,1,,地名
1389,東京,とうきょう,,,,,,,,,,1,,地名
1390,神奈川,かながわ,,,,,,,,,,1,,地名
1391,新潟,にいがた,,,,,,,,,,1,,地名
1392,富山,とやま,,,,,,,,,,1,,地名
1393,石川,いしかわ,,,,,,,,,,1,,地名
1394,福井,ふくい,,,,,,,,,,1,,地名
1395,山梨,やまなし,,,,,,,,,,1,,地名
1396,長野,ながの,,,,,,,,,,1,,地名
1397,岐阜,ぎふ,,,,,,,,,,1,,地名
1398,静岡,しずおか,,,,,,,,,,1,,地名
1399,愛知,あいち,,,,,,,,,,1,,地名
1400,三重,みえ,,,,,,,,,,1,,地名
1401,滋賀,しが,,,,,,,,,,1,,地名
1402,京都,きょうと,,,,,,,,,,1,,地名
1403,大阪,おおさか,,,,,,,,,,1,,地名
1404,兵庫,ひょうご,,,,,,,,,,1,,地名
1405,奈良,なら,,,,,,,,,,1,,地名
1406,和歌山,わかやま,,,,,,,,,,1,,地名
1407,鳥取,とっとり,,,,,,,,,,1,,地名
1408,島根,しまね,,,,,,,,,,1,,地名
1409,岡山,おかやま,,,,,,,,,,1,,地名
1410,広島,ひろしま,,,,,,,,,,1,,地名
1411,山口,やまぐち,,,,,,,,,,1,,地名
1412,徳島,とくしま,,,,,,,,,,1,,地名
1413,香川,かがわ,,,,,,,,,,1,,地名
1414,愛媛,えひめ,,,,,,,,,,1,,地名
1415,高知,こうち,,,,,,,,,,1,,地名
1416,福岡,ふくおか,,,,,,,,,,1,,地名
1417,佐賀,さが,,,,,,,,,,1,,地名
1418,長崎,ながさき,,,,,,,,,,1,,地名
1419,熊本,くまもと,,,,,,,,,,1,,地名
1420,大分,おおいた,,,,,,,,,,1,,地名
1421,宮崎,みやざき,,,,,,,,,,1,,地名
1422,鹿児島,かごしま,,,,,,,,,,1,,地名
1423,沖縄,おきなわ,,,,,,,,,,1,,地名
1424,名古屋,なごや,,,,,,,,,,1,,地名
1425,豊橋,とよはし,,,,,,,,,,1,,地名
1426,岡崎,おかざき,,,,,,,,,,1,,地名
1427,一宮,いちのみや,,,,,,,,,,1,,地名
1428,岐阜市,ぎふし,,,,,,,,,,1,,地名
1429,大垣,おおがき,,,,,,,,,,1,,地名
1430,多治見,たじみ,,,,,,,,,,1,,地名
1431,高山,たかやま,,,,,,,,,,1,,地名
1432,可児,かに,,,,,,,,,,1,,地名
1433,関,せき,,,,,,,,,,1,,地名
1434,中津川,なかつがわ,,,,,,,,,,1,,地名
1435,津,つ,,,,,,,,,,1,,地名
1436,四日市,よっかいち,,,,,,,,,1,1,,地名
1437,桑名,くわな,,,,,,,,,1,1,,地名
1438,鈴鹿,すずか,,,,,,,,,,1,,地名
1439,松阪,まつさか,,,,,,,,,,1,,地名
1440,伊勢,いせ,,,,,,,,,,1,,地名
1441,志摩,しま,,,,,,,,,1,1,,地名
1442,大津,おおつ,,,,,,,,,,1,,地名
1443,草津,くさつ,,,,,,,,,,1,,地名
1444,彦根,ひこね,,,,,,,,,,1,,地名
1445,長浜,ながはま,,,,,,,,,,1,,地名
1446,近江八幡,おうみはちまん,,,,,,,,,1,1,,地名
1447,米原,まいばら,,,,,,,,,1,1,,地名
1448,京都市,きょうとし,,,,,,,,,,1,,地名
1449,宇治,うじ,,,,,,,,,,1,,地名
1450,舞鶴,まいづる,,,,,,,,,,1,,地名
1451,福知山,ふくちやま,,,,,,,,,,1,,地名
1452,大阪市,おおさかし,,,,,,,,,,1,,地名
1453,堺,さかい,,,,,,,,,,1,,地名
1454,枚方,ひらかた,,,,,,,,,1,1,,地名
1455,高槻,たかつき,,,,,,,,,,1,,地名
1456,豊中,とよなか,,,,,,,,,,1,,地名
1457,神戸,こうべ|かんべ,,,,,,,,,1,1,,地名
1458,姫路,ひめじ,,,,,,,,,,1,,地名
1459,尼崎,あまがさき,,,,,,,,,,1,,地名
1460,西宮,にしのみや,,,,,,,,,,1,,地名
1461,明石,あかし,,,,,,,,,,1,,地名
1462,奈良市,ならし,,,,,,,,,,1,,地名
1463,橿原,かしはら,,,,,,,,,,1,,地名
